TC	ITEM	EXP_VAL	ACT_VAL	EXP_BIN	ACT_BIN	EXP_HEX	ACT_HEX	MATCH
TC2	167	1372809	1372809	101001111001010001001	101001111001010001001	14F289	14F289	True
TC2	168	1327984	1327984	101000100001101110000	101000100001101110000	144370	144370	True
TC2	169	9205087	9205087	100011000111010101011111	100011000111010101011111	8C755F	8C755F	True
TC2	170	6524241	6524241	11000111000110101010001	11000111000110101010001	638D51	638D51	True
TC2	171	9316072	9316072	100011100010011011101000	100011100010011011101000	8E26E8	8E26E8	True
TC2	172	127744	127744	11111001100000000	11111001100000000	1F300	1F300	True
TC2	173	8388820	8388820	100000000000000011010100	100000000000000011010100	8000D4	8000D4	True
TC2	174	6883557	6883557	11010010000100011100101	11010010000100011100101	6908E5	6908E5	True
TC2	175	2291239	2291239	1000101111011000100111	1000101111011000100111	22F627	22F627	True
TC2	176	3101270	3101270	1011110101001001010110	1011110101001001010110	2F5256	2F5256	True
TC2	177	1382825	1382825	101010001100110101001	101010001100110101001	1519A9	1519A9	True
TC2	178	9873376	9873376	100101101010011111100000	100101101010011111100000	96A7E0	96A7E0	True
TC2	179	6873500	6873500	11010001110000110011100	11010001110000110011100	68E19C	68E19C	True
TC2	180	8185634	8185634	11111001110011100100010	11111001110011100100010	7CE722	7CE722	True
TC2	181	2464786	2464786	1001011001110000010010	1001011001110000010010	259C12	259C12	True
TC2	182	8387154	8387154	11111111111101001010010	11111111111101001010010	7FFA52	7FFA52	True
TC2	183	5581444	5581444	10101010010101010000100	10101010010101010000100	552A84	552A84	True
TC2	184	8097911	8097911	11110111001000001110111	11110111001000001110111	7B9077	7B9077	True
TC2	185	8882527	8882527	100001111000100101011111	100001111000100101011111	87895F	87895F	True
TC2	186	8941444	8941444	100010000110111110000100	100010000110111110000100	886F84	886F84	True
TC2	187	4942703	4942703	10010110110101101101111	10010110110101101101111	4B6B6F	4B6B6F	True
TC2	188	101144	101144	11000101100011000	11000101100011000	18B18	18B18	True
TC2	189	7471180	7471180	11100100000000001001100	11100100000000001001100	72004C	72004C	True
TC2	190	1932131	1932131	111010111101101100011	111010111101101100011	1D7B63	1D7B63	True
TC2	191	8052752	8052752	11110101110000000010000	11110101110000000010000	7AE010	7AE010	True
TC2	192	6359493	6359493	11000010000100111000101	11000010000100111000101	6109C5	6109C5	True
TC2	193	1967646	1967646	111100000011000011110	111100000011000011110	1E061E	1E061E	True
TC2	194	6575052	6575052	11001000101001111001100	11001000101001111001100	6453CC	6453CC	True
TC2	195	2323342	2323342	1000110111001110001110	1000110111001110001110	23738E	23738E	True
TC2	196	6735760	6735760	11001101100011110010000	11001101100011110010000	66C790	66C790	True
TC2	197	8895858	8895858	100001111011110101110010	100001111011110101110010	87BD72	87BD72	True
TC2	198	4238091	4238091	10000001010101100001011	10000001010101100001011	40AB0B	40AB0B	True
TC2	199	7093069	7093069	11011000011101101001101	11011000011101101001101	6C3B4D	6C3B4D	True
TC2	200	39	39	100111	100111	27	27	True
TC3	1	-39	-39	1111011001	1111011001	FFFFFFFFD9	FFFFFFFFD9	True
TC3	2	-36	-36	1111011100	1111011100	FFFFFFFFDC	FFFFFFFFDC	True
TC3	3	8	8	1000	1000	8	8	True
TC3	4	34	34	100010	100010	22	22	True
TC3	5	17	17	10001	10001	11	11	True
TC3	6	49	49	110001	110001	31	31	True
TC3	7	5	5	101	101	5	5	True
TC3	8	39	39	100111	100111	27	27	True
TC3	9	0	0	0	0	0	0	True
TC3	10	33	33	100001	100001	21	21	True
TC3	11	12	12	1100	1100	C	C	True
TC3	12	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC3	13	27	27	11011	11011	1B	1B	True
TC3	14	-4	-4	1111111100	1111111100	FFFFFFFFFC	FFFFFFFFFC	True
TC3	15	-38	-38	1111011010	1111011010	FFFFFFFFDA	FFFFFFFFDA	True
TC3	16	26	26	11010	11010	1A	1A	True
TC3	17	49	49	110001	110001	31	31	True
TC3	18	29	29	11101	11101	1D	1D	True
TC3	19	42	42	101010	101010	2A	2A	True
TC3	20	-16	-16	1111110000	1111110000	FFFFFFFFF0	FFFFFFFFF0	True
TC3	21	-28	-28	1111100100	1111100100	FFFFFFFFE4	FFFFFFFFE4	True
TC3	22	34	34	100010	100010	22	22	True
TC3	23	20	20	10100	10100	14	14	True
TC3	24	0	0	0	0	0	0	True
TC3	25	25	25	11001	11001	19	19	True
TC3	26	45	45	101101	101101	2D	2D	True
TC3	27	3	3	11	11	3	3	True
TC3	28	-46	-46	1111010010	1111010010	FFFFFFFFD2	FFFFFFFFD2	True
TC3	29	-46	-46	1111010010	1111010010	FFFFFFFFD2	FFFFFFFFD2	True
TC3	30	29	29	11101	11101	1D	1D	True
TC3	31	33	33	100001	100001	21	21	True
TC3	32	29	29	11101	11101	1D	1D	True
TC3	33	26	26	11010	11010	1A	1A	True
TC3	34	-5	-5	1111111011	1111111011	FFFFFFFFFB	FFFFFFFFFB	True
TC3	35	-36	-36	1111011100	1111011100	FFFFFFFFDC	FFFFFFFFDC	True
TC3	36	12	12	1100	1100	C	C	True
TC3	37	45	45	101101	101101	2D	2D	True
TC3	38	-50	-50	1111001110	1111001110	FFFFFFFFCE	FFFFFFFFCE	True
TC3	39	0	0	0	0	0	0	True
TC3	40	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC3	41	-39	-39	1111011001	1111011001	FFFFFFFFD9	FFFFFFFFD9	True
TC3	42	35	35	100011	100011	23	23	True
TC3	43	26	26	11010	11010	1A	1A	True
TC3	44	-35	-35	1111011101	1111011101	FFFFFFFFDD	FFFFFFFFDD	True
TC3	45	-42	-42	1111010110	1111010110	FFFFFFFFD6	FFFFFFFFD6	True
TC3	46	14	14	1110	1110	E	E	True
TC3	47	-3	-3	1111111101	1111111101	FFFFFFFFFD	FFFFFFFFFD	True
TC3	48	22	22	10110	10110	16	16	True
TC3	49	-47	-47	1111010001	1111010001	FFFFFFFFD1	FFFFFFFFD1	True
TC3	50	12	12	1100	1100	C	C	True
TC3	51	-17	-17	1111101111	1111101111	FFFFFFFFEF	FFFFFFFFEF	True
TC3	52	-31	-31	1111100001	1111100001	FFFFFFFFE1	FFFFFFFFE1	True
TC3	53	-25	-25	1111100111	1111100111	FFFFFFFFE7	FFFFFFFFE7	True
TC3	54	-35	-35	1111011101	1111011101	FFFFFFFFDD	FFFFFFFFDD	True
TC3	55	-18	-18	1111101110	1111101110	FFFFFFFFEE	FFFFFFFFEE	True
TC3	56	14	14	1110	1110	E	E	True
TC3	57	37	37	100101	100101	25	25	True
TC3	58	-8	-8	1111111000	1111111000	FFFFFFFFF8	FFFFFFFFF8	True
TC3	59	-41	-41	1111010111	1111010111	FFFFFFFFD7	FFFFFFFFD7	True
TC3	60	-50	-50	1111001110	1111001110	FFFFFFFFCE	FFFFFFFFCE	True
TC3	61	-9	-9	1111110111	1111110111	FFFFFFFFF7	FFFFFFFFF7	True
TC3	62	2	2	10	10	2	2	True
TC3	63	12	12	1100	1100	C	C	True
TC3	64	-39	-39	1111011001	1111011001	FFFFFFFFD9	FFFFFFFFD9	True
TC3	65	-17	-17	1111101111	1111101111	FFFFFFFFEF	FFFFFFFFEF	True
TC3	66	0	0	0	0	0	0	True
TC3	67	27	27	11011	11011	1B	1B	True
TC3	68	28	28	11100	11100	1C	1C	True
TC3	69	45	45	101101	101101	2D	2D	True
TC3	70	-44	-44	1111010100	1111010100	FFFFFFFFD4	FFFFFFFFD4	True
TC3	71	28	28	11100	11100	1C	1C	True
TC3	72	35	35	100011	100011	23	23	True
TC3	73	-33	-33	1111011111	1111011111	FFFFFFFFDF	FFFFFFFFDF	True
TC3	74	43	43	101011	101011	2B	2B	True
TC3	75	-4	-4	1111111100	1111111100	FFFFFFFFFC	FFFFFFFFFC	True
TC3	76	23	23	10111	10111	17	17	True
TC3	77	-49	-49	1111001111	1111001111	FFFFFFFFCF	FFFFFFFFCF	True
TC3	78	49	49	110001	110001	31	31	True
TC3	79	-7	-7	1111111001	1111111001	FFFFFFFFF9	FFFFFFFFF9	True
TC3	80	-38	-38	1111011010	1111011010	FFFFFFFFDA	FFFFFFFFDA	True
TC3	81	-45	-45	1111010011	1111010011	FFFFFFFFD3	FFFFFFFFD3	True
TC3	82	5	5	101	101	5	5	True
TC3	83	-21	-21	1111101011	1111101011	FFFFFFFFEB	FFFFFFFFEB	True
TC3	84	26	26	11010	11010	1A	1A	True
TC3	85	-2	-2	1111111110	1111111110	FFFFFFFFFE	FFFFFFFFFE	True
TC3	86	-24	-24	1111101000	1111101000	FFFFFFFFE8	FFFFFFFFE8	True
TC3	87	6	6	110	110	6	6	True
TC3	88	-45	-45	1111010011	1111010011	FFFFFFFFD3	FFFFFFFFD3	True
TC3	89	-4	-4	1111111100	1111111100	FFFFFFFFFC	FFFFFFFFFC	True
TC3	90	15	15	1111	1111	F	F	True
TC3	91	0	0	0	0	0	0	True
TC3	92	-17	-17	1111101111	1111101111	FFFFFFFFEF	FFFFFFFFEF	True
TC3	93	-35	-35	1111011101	1111011101	FFFFFFFFDD	FFFFFFFFDD	True
TC3	94	43	43	101011	101011	2B	2B	True
TC3	95	45	45	101101	101101	2D	2D	True
TC3	96	-35	-35	1111011101	1111011101	FFFFFFFFDD	FFFFFFFFDD	True
TC3	97	-8	-8	1111111000	1111111000	FFFFFFFFF8	FFFFFFFFF8	True
TC3	98	28	28	11100	11100	1C	1C	True
TC3	99	47	47	101111	101111	2F	2F	True
TC3	100	34	34	100010	100010	22	22	True
TC3	101	-24	-24	1111101000	1111101000	FFFFFFFFE8	FFFFFFFFE8	True
TC3	102	-42	-42	1111010110	1111010110	FFFFFFFFD6	FFFFFFFFD6	True
TC3	103	-13	-13	1111110011	1111110011	FFFFFFFFF3	FFFFFFFFF3	True
TC3	104	14	14	1110	1110	E	E	True
TC3	105	-45	-45	1111010011	1111010011	FFFFFFFFD3	FFFFFFFFD3	True
TC3	106	-35	-35	1111011101	1111011101	FFFFFFFFDD	FFFFFFFFDD	True
TC3	107	27	27	11011	11011	1B	1B	True
TC3	108	-12	-12	1111110100	1111110100	FFFFFFFFF4	FFFFFFFFF4	True
TC3	109	-19	-19	1111101101	1111101101	FFFFFFFFED	FFFFFFFFED	True
TC3	110	-20	-20	1111101100	1111101100	FFFFFFFFEC	FFFFFFFFEC	True
TC3	111	-14	-14	1111110010	1111110010	FFFFFFFFF2	FFFFFFFFF2	True
TC3	112	20	20	10100	10100	14	14	True
TC3	113	30	30	11110	11110	1E	1E	True
TC3	114	12	12	1100	1100	C	C	True
TC3	115	-36	-36	1111011100	1111011100	FFFFFFFFDC	FFFFFFFFDC	True
TC3	116	-47	-47	1111010001	1111010001	FFFFFFFFD1	FFFFFFFFD1	True
TC3	117	-27	-27	1111100101	1111100101	FFFFFFFFE5	FFFFFFFFE5	True
TC3	118	-3	-3	1111111101	1111111101	FFFFFFFFFD	FFFFFFFFFD	True
TC3	119	6	6	110	110	6	6	True
TC3	120	36	36	100100	100100	24	24	True
TC3	121	9	9	1001	1001	9	9	True
TC3	122	-16	-16	1111110000	1111110000	FFFFFFFFF0	FFFFFFFFF0	True
TC3	123	36	36	100100	100100	24	24	True
TC3	124	-27	-27	1111100101	1111100101	FFFFFFFFE5	FFFFFFFFE5	True
TC3	125	7	7	111	111	7	7	True
TC3	126	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC3	127	-5	-5	1111111011	1111111011	FFFFFFFFFB	FFFFFFFFFB	True
TC3	128	5	5	101	101	5	5	True
TC3	129	47	47	101111	101111	2F	2F	True
TC3	130	23	23	10111	10111	17	17	True
TC3	131	-48	-48	1111010000	1111010000	FFFFFFFFD0	FFFFFFFFD0	True
TC3	132	-24	-24	1111101000	1111101000	FFFFFFFFE8	FFFFFFFFE8	True
TC3	133	40	40	101000	101000	28	28	True
TC3	134	-4	-4	1111111100	1111111100	FFFFFFFFFC	FFFFFFFFFC	True
TC3	135	-18	-18	1111101110	1111101110	FFFFFFFFEE	FFFFFFFFEE	True
TC3	136	-19	-19	1111101101	1111101101	FFFFFFFFED	FFFFFFFFED	True
TC3	137	14	14	1110	1110	E	E	True
TC3	138	15	15	1111	1111	F	F	True
TC3	139	1	1	1	1	1	1	True
TC3	140	24	24	11000	11000	18	18	True
TC3	141	-9	-9	1111110111	1111110111	FFFFFFFFF7	FFFFFFFFF7	True
TC3	142	-50	-50	1111001110	1111001110	FFFFFFFFCE	FFFFFFFFCE	True
TC3	143	18	18	10010	10010	12	12	True
TC3	144	15	15	1111	1111	F	F	True
TC3	145	30	30	11110	11110	1E	1E	True
TC3	146	44	44	101100	101100	2C	2C	True
TC3	147	9	9	1001	1001	9	9	True
TC3	148	19	19	10011	10011	13	13	True
TC3	149	33	33	100001	100001	21	21	True
TC3	150	41	41	101001	101001	29	29	True
TC3	151	-24	-24	1111101000	1111101000	FFFFFFFFE8	FFFFFFFFE8	True
TC3	152	43	43	101011	101011	2B	2B	True
TC3	153	48	48	110000	110000	30	30	True
TC3	154	-23	-23	1111101001	1111101001	FFFFFFFFE9	FFFFFFFFE9	True
TC3	155	7	7	111	111	7	7	True
TC3	156	28	28	11100	11100	1C	1C	True
TC3	157	8	8	1000	1000	8	8	True
TC3	158	-2	-2	1111111110	1111111110	FFFFFFFFFE	FFFFFFFFFE	True
TC3	159	37	37	100101	100101	25	25	True
TC3	160	42	42	101010	101010	2A	2A	True
TC3	161	-17	-17	1111101111	1111101111	FFFFFFFFEF	FFFFFFFFEF	True
TC3	162	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC3	163	36	36	100100	100100	24	24	True
TC3	164	22	22	10110	10110	16	16	True
TC3	165	27	27	11011	11011	1B	1B	True
TC3	166	31	31	11111	11111	1F	1F	True
TC3	167	-47	-47	1111010001	1111010001	FFFFFFFFD1	FFFFFFFFD1	True
TC3	168	-43	-43	1111010101	1111010101	FFFFFFFFD5	FFFFFFFFD5	True
TC3	169	0	0	0	0	0	0	True
TC3	170	27	27	11011	11011	1B	1B	True
TC3	171	30	30	11110	11110	1E	1E	True
TC3	172	12	12	1100	1100	C	C	True
TC3	173	-15	-15	1111110001	1111110001	FFFFFFFFF1	FFFFFFFFF1	True
TC3	174	-19	-19	1111101101	1111101101	FFFFFFFFED	FFFFFFFFED	True
TC3	175	-42	-42	1111010110	1111010110	FFFFFFFFD6	FFFFFFFFD6	True
TC3	176	-37	-37	1111011011	1111011011	FFFFFFFFDB	FFFFFFFFDB	True
TC3	177	31	31	11111	11111	1F	1F	True
TC3	178	-10	-10	1111110110	1111110110	FFFFFFFFF6	FFFFFFFFF6	True
TC3	179	18	18	10010	10010	12	12	True
TC3	180	33	33	100001	100001	21	21	True
TC3	181	-15	-15	1111110001	1111110001	FFFFFFFFF1	FFFFFFFFF1	True
TC3	182	17	17	10001	10001	11	11	True
TC3	183	25	25	11001	11001	19	19	True
TC3	184	-25	-25	1111100111	1111100111	FFFFFFFFE7	FFFFFFFFE7	True
TC3	185	-5	-5	1111111011	1111111011	FFFFFFFFFB	FFFFFFFFFB	True
TC3	186	33	33	100001	100001	21	21	True
TC3	187	-13	-13	1111110011	1111110011	FFFFFFFFF3	FFFFFFFFF3	True
TC3	188	33	33	100001	100001	21	21	True
TC3	189	-10	-10	1111110110	1111110110	FFFFFFFFF6	FFFFFFFFF6	True
TC3	190	47	47	101111	101111	2F	2F	True
TC3	191	47	47	101111	101111	2F	2F	True
TC3	192	-13	-13	1111110011	1111110011	FFFFFFFFF3	FFFFFFFFF3	True
TC3	193	-32	-32	1111100000	1111100000	FFFFFFFFE0	FFFFFFFFE0	True
TC3	194	1	1	1	1	1	1	True
TC3	195	1	1	1	1	1	1	True
TC3	196	-25	-25	1111100111	1111100111	FFFFFFFFE7	FFFFFFFFE7	True
TC3	197	-33	-33	1111011111	1111011111	FFFFFFFFDF	FFFFFFFFDF	True
TC3	198	16	16	10000	10000	10	10	True
TC3	199	17	17	10001	10001	11	11	True
TC3	200	4	4	100	100	4	4	True
TC4	1	-39	-39	1111011001	1111011001	FFFFFFFFD9	FFFFFFFFD9	True
TC4	2	-36	-36	1111011100	1111011100	FFFFFFFFDC	FFFFFFFFDC	True
TC4	3	8	8	1000	1000	8	8	True
TC4	4	34	34	100010	100010	22	22	True
TC4	5	17	17	10001	10001	11	11	True
TC4	6	49	49	110001	110001	31	31	True
TC4	7	5	5	101	101	5	5	True
TC4	8	ABC	ABC	#VALUE!	#VALUE!	#VALUE!	#VALUE!	True
TC4	9	0	0	0	0	0	0	True
TC4	10	33	33	100001	100001	21	21	True
TC4	11	12	12	1100	1100	C	C	True
TC4	12	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC4	13	27	27	11011	11011	1B	1B	True
TC4	14	-4	-4	1111111100	1111111100	FFFFFFFFFC	FFFFFFFFFC	True
TC4	15	-38	-38	1111011010	1111011010	FFFFFFFFDA	FFFFFFFFDA	True
TC4	16	26	26	11010	11010	1A	1A	True
TC4	17	49	49	110001	110001	31	31	True
TC4	18	29	29	11101	11101	1D	1D	True
TC4	19	42	42	101010	101010	2A	2A	True
TC4	20	-16	-16	1111110000	1111110000	FFFFFFFFF0	FFFFFFFFF0	True
TC4	21	ERR	ERR	#VALUE!	#VALUE!	#VALUE!	#VALUE!	True
TC4	22	34	34	100010	100010	22	22	True
TC4	23	20	20	10100	10100	14	14	True
TC4	24	0	0	0	0	0	0	True
TC4	25	25	25	11001	11001	19	19	True
TC4	26	45	45	101101	101101	2D	2D	True
TC4	27	3	3	11	11	3	3	True
TC4	28	-46	-46	1111010010	1111010010	FFFFFFFFD2	FFFFFFFFD2	True
TC4	29	-46	-46	1111010010	1111010010	FFFFFFFFD2	FFFFFFFFD2	True
TC4	30	29	29	11101	11101	1D	1D	True
TC4	31	33	33	100001	100001	21	21	True
TC4	32	29	29	11101	11101	1D	1D	True
TC4	33	26	26	11010	11010	1A	1A	True
TC4	34	-5	-5	1111111011	1111111011	FFFFFFFFFB	FFFFFFFFFB	True
TC4	35	-36	-36	1111011100	1111011100	FFFFFFFFDC	FFFFFFFFDC	True
TC4	36	12	12	1100	1100	C	C	True
TC4	37	45	45	101101	101101	2D	2D	True
TC4	38	-50	-50	1111001110	1111001110	FFFFFFFFCE	FFFFFFFFCE	True
TC4	39	0	0	0	0	0	0	True
TC4	40	-6	-6	1111111010	1111111010	FFFFFFFFFA	FFFFFFFFFA	True
TC4	41	VAL	VAL	#VALUE!	#VALUE!	#VALUE!	#VALUE!	True
MISMATCHES	200
